2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34
7025,4691,4690,2618,2412,2412,1711,1608,1608,1309,1206,1206,1206,1206,1206,906,804
1,1.497548497,1.497867804,2.683346066,2.91252073,2.91252073,4.10578609,4.368781095,4.368781095,5.366692131,5.825041459,5.825041459,5.825041459,5.825041459,5.825041459,7.753863135,8.737562189
0.5,0.374387124,0.249644634,0.335418258,0.291252073,0.242710061,0.293270435,0.273048818,0.242710061,0.268334607,0.264774612,0.242710061,0.224040056,0.208037195,0.194168049,0.242308223,0.256987123
7.11744e-05,7.98097e-05,5.32291e-05,0.00012812,0.000120751,0.000100626,0.000171403,0.000169806,0.000150939,0.000204992,0.000219548,0.000201252,0.000185771,0.000172502,0.000161002,0.000267448,0.000319636
